TIME;ID;TYPE;LINK;POSITION;SPEED;STATE;DISTANCE;PASSENGERS;TRAVELED_NODES
07:30:05.45;28;Tram;TRAM_S1 TRAM_S2;900.000 0.000;11.000;PICKUP;600.000;U_B505 U_B407 U_B250 U_M1286 U_M548 U_M954 U_M130 U_M518 U_M1258 U_M996 U_M1042 U_M132 U_M372 U_M1362 U_M206 U_M1232 U_M414 U_M114 U_B410 U_B68 U_B76 U_B57 U_B305 U_B382 U_B217 U_B104 U_B10 U_B254 U_B21 U_B129 U_B450 U_B155 U_B106 U_B293 U_B434 U_B493 U_B95 U_M1350 U_M870 U_M728 U_M238 U_M872 U_M992 U_M734 U_M1040 U_B544 U_B80 U_B91 U_B42 U_B588 U_B166 U_B438 U_B148 U_B412;
07:31:05.45;28;Tram;TRAM_S2 TRAM_S3;1502.073 0.173;11.000;PICKUP;1200.000;U_B505 U_B407 U_B250 U_M1286 U_M548 U_M954 U_M130 U_M518 U_M1258 U_M996 U_M1042 U_M132 U_M372 U_M1362 U_M206 U_M1232 U_M414 U_M114 U_B410 U_B68 U_B76 U_B57 U_B305 U_B382 U_B217 U_B104 U_B10 U_B254 U_B21 U_B129 U_B450 U_B155 U_B106 U_B293 U_B434 U_B493 U_B95 U_M1350 U_M870 U_M728 U_M238 U_M872 U_M992 U_M734 U_M1040 U_B544 U_B80 U_B91 U_B42 U_B588 U_B166 U_B438 U_B148 U_B412;
07:32:05.45;28;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B505 U_B407 U_B250 U_M1286 U_M548 U_M954 U_M130 U_M518 U_M1258 U_M996 U_M1042 U_M132 U_M372 U_M1362 U_M206 U_M1232 U_M414 U_M114 U_B410 U_B68 U_B76 U_B57 U_B305 U_B382 U_B217 U_B104 U_B10 U_B254 U_B21 U_B129 U_B450 U_B155 U_B106 U_B293 U_B434 U_B493 U_B95 U_M1350 U_M870 U_M728 U_M238 U_M872 U_M992 U_M734 U_M1040 U_B544 U_B80 U_B91 U_B42 U_B588 U_B166 U_B438 U_B148 U_B412;
07:33:05.45;28;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B505 U_B407 U_B250 U_M1286 U_M548 U_M954 U_M130 U_M518 U_M1258 U_M996 U_M1042 U_M132 U_M372 U_M1362 U_M206 U_M1232 U_M414 U_M114 U_B410 U_B68 U_B76 U_B57 U_B305 U_B382 U_B217 U_B104 U_B10 U_B254 U_B21 U_B129 U_B450 U_B155 U_B106 U_B293 U_B434 U_B493 U_B95 U_M1350 U_M870 U_M728 U_M238 U_M872 U_M992 U_M734 U_M1040 U_B544 U_B80 U_B91 U_B42 U_B588 U_B166 U_B438 U_B148 U_B412;
07:40:05.45;33;Tram;TRAM_S1 TRAM_S2;900.000 0.000;11.000;PICKUP;600.000;U_B251 U_B110 U_B267 U_B522 U_B61 U_B24 U_B173 U_B281 U_B562 U_B242 U_B381 U_B288 U_B351 U_B503 U_B440 U_B453 U_B557 U_B355 U_B117 U_B4 U_B20 U_B417 U_B470 U_B449 U_B545 U_B100 U_B221 U_B79 U_B256 U_B465 U_B258 U_B134 U_B327 U_B58 U_B535 U_B8 U_B425 U_B404 U_B580 U_B23 U_B599 U_B399 U_B185 U_B464 U_B416 U_B408 U_B174 U_B11 U_B534 U_B378 U_B297 U_B424 U_B323 U_B579 U_B400 U_B478 U_B38 U_B388 U_B128 U_B235 U_B152 U_B43 U_B397 U_B268 U_B459 U_B22 U_B357 U_B361 U_B331 U_B262;
07:41:05.45;33;Tram;TRAM_S2 TRAM_S3;1502.073 0.173;11.000;PICKUP;1200.000;U_B251 U_B110 U_B267 U_B522 U_B61 U_B24 U_B173 U_B281 U_B562 U_B242 U_B381 U_B288 U_B351 U_B503 U_B440 U_B453 U_B557 U_B355 U_B117 U_B4 U_B20 U_B417 U_B470 U_B449 U_B545 U_B100 U_B221 U_B79 U_B256 U_B465 U_B258 U_B134 U_B327 U_B58 U_B535 U_B8 U_B425 U_B404 U_B580 U_B23 U_B599 U_B399 U_B185 U_B464 U_B416 U_B408 U_B174 U_B11 U_B534 U_B378 U_B297 U_B424 U_B323 U_B579 U_B400 U_B478 U_B38 U_B388 U_B128 U_B235 U_B152 U_B43 U_B397 U_B268 U_B459 U_B22 U_B357 U_B361 U_B331 U_B262;
07:42:05.45;33;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B251 U_B110 U_B267 U_B522 U_B61 U_B24 U_B173 U_B281 U_B562 U_B242 U_B381 U_B288 U_B351 U_B503 U_B440 U_B453 U_B557 U_B355 U_B117 U_B4 U_B20 U_B417 U_B470 U_B449 U_B545 U_B100 U_B221 U_B79 U_B256 U_B465 U_B258 U_B134 U_B327 U_B58 U_B535 U_B8 U_B425 U_B404 U_B580 U_B23 U_B599 U_B399 U_B185 U_B464 U_B416 U_B408 U_B174 U_B11 U_B534 U_B378 U_B297 U_B424 U_B323 U_B579 U_B400 U_B478 U_B38 U_B388 U_B128 U_B235 U_B152 U_B43 U_B397 U_B268 U_B459 U_B22 U_B357 U_B361 U_B331 U_B262;
07:43:05.45;33;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B251 U_B110 U_B267 U_B522 U_B61 U_B24 U_B173 U_B281 U_B562 U_B242 U_B381 U_B288 U_B351 U_B503 U_B440 U_B453 U_B557 U_B355 U_B117 U_B4 U_B20 U_B417 U_B470 U_B449 U_B545 U_B100 U_B221 U_B79 U_B256 U_B465 U_B258 U_B134 U_B327 U_B58 U_B535 U_B8 U_B425 U_B404 U_B580 U_B23 U_B599 U_B399 U_B185 U_B464 U_B416 U_B408 U_B174 U_B11 U_B534 U_B378 U_B297 U_B424 U_B323 U_B579 U_B400 U_B478 U_B38 U_B388 U_B128 U_B235 U_B152 U_B43 U_B397 U_B268 U_B459 U_B22 U_B357 U_B361 U_B331 U_B262;
07:50:05.45;36;Tram;TRAM_S1 TRAM_S2;900.000 0.000;11.000;PICKUP;600.000;U_B275 U_B17 U_B160 U_B33 U_B69 U_B245 U_B553 U_B81 U_B594 U_B393 U_B458 U_B236 U_B198 U_B243 U_B490 U_B233 U_B319 U_B118 U_B508 U_B398 U_B244 U_B501 U_B389 U_B286 U_B354 U_B182 U_B299 U_B430 U_B448 U_B451 U_B360 U_B290 U_B50 U_B370 U_B583 U_B72 U_B200 U_B248 U_B543 U_B269 U_B132 U_B447 U_B593 U_B223 U_B444 U_B301 U_B260 U_B191 U_B516 U_B121 U_B16 U_B310 U_B190 U_B103 U_B395 U_B167 U_B432 U_B224 U_B520 U_B402 U_B92 U_B368 U_B429 U_B559 U_B65 U_B45 U_B239 U_B201 U_B566 U_B220;
07:51:05.45;36;Tram;TRAM_S2 TRAM_S3;1502.073 0.173;11.000;PICKUP;1200.000;U_B275 U_B17 U_B160 U_B33 U_B69 U_B245 U_B553 U_B81 U_B594 U_B393 U_B458 U_B236 U_B198 U_B243 U_B490 U_B233 U_B319 U_B118 U_B508 U_B398 U_B244 U_B501 U_B389 U_B286 U_B354 U_B182 U_B299 U_B430 U_B448 U_B451 U_B360 U_B290 U_B50 U_B370 U_B583 U_B72 U_B200 U_B248 U_B543 U_B269 U_B132 U_B447 U_B593 U_B223 U_B444 U_B301 U_B260 U_B191 U_B516 U_B121 U_B16 U_B310 U_B190 U_B103 U_B395 U_B167 U_B432 U_B224 U_B520 U_B402 U_B92 U_B368 U_B429 U_B559 U_B65 U_B45 U_B239 U_B201 U_B566 U_B220;
07:52:05.45;36;Tram;TRAM_S3 TRAM_S4;2102.073 49.827;11.000;PICKUP;1800.000;U_B275 U_B17 U_B160 U_B33 U_B69 U_B245 U_B553 U_B81 U_B594 U_B393 U_B458 U_B236 U_B198 U_B243 U_B490 U_B233 U_B319 U_B118 U_B508 U_B398 U_B244 U_B501 U_B389 U_B286 U_B354 U_B182 U_B299 U_B430 U_B448 U_B451 U_B360 U_B290 U_B50 U_B370 U_B583 U_B72 U_B200 U_B248 U_B543 U_B269 U_B132 U_B447 U_B593 U_B223 U_B444 U_B301 U_B260 U_B191 U_B516 U_B121 U_B16 U_B310 U_B190 U_B103 U_B395 U_B167 U_B432 U_B224 U_B520 U_B402 U_B92 U_B368 U_B429 U_B559 U_B65 U_B45 U_B239 U_B201 U_B566 U_B220;
07:53:05.45;36;Tram;TRAM_S3 TRAM_S4;2700.000 0.000;11.000;PICKUP;2400.000;U_B275 U_B17 U_B160 U_B33 U_B69 U_B245 U_B553 U_B81 U_B594 U_B393 U_B458 U_B236 U_B198 U_B243 U_B490 U_B233 U_B319 U_B118 U_B508 U_B398 U_B244 U_B501 U_B389 U_B286 U_B354 U_B182 U_B299 U_B430 U_B448 U_B451 U_B360 U_B290 U_B50 U_B370 U_B583 U_B72 U_B200 U_B248 U_B543 U_B269 U_B132 U_B447 U_B593 U_B223 U_B444 U_B301 U_B260 U_B191 U_B516 U_B121 U_B16 U_B310 U_B190 U_B103 U_B395 U_B167 U_B432 U_B224 U_B520 U_B402 U_B92 U_B368 U_B429 U_B559 U_B65 U_B45 U_B239 U_B201 U_B566 U_B220;
